Index,sentence_ko,sentence_en,topic_label,emotion
1302,이젠 당신편은 아무도 없다 스스로 물러나는게 최선의 선택이다,You’re completely alone now. Stepping down voluntarily is your best option.,People,anger
1303,"이번엔 맛보기, 간보기, 연습이고, 다음에는 진짜, 제대로 해서 간악한 범죄자들과 부화뇌동 하는 해충들을 일거에 척살, 박멸해라.","This time was just a test run—a warm-up. Next time, do it for real and eliminate the criminals and pests collaborating with them.",Politics & Economics,anger
1304,"정말 민주당 범죄자 집단의 주접질, 선동질에 질린다!",I’m seriously sick of the clown show and agitation from the Democratic Party criminals!,Venting,neutral
1305,대통령이 아니라 관종을 뽑은거 아니냐 이정도면은뭐하자는걸까?,Did we elect a president or a clout-chasing attention freak? What is he even doing at this point?,People,fear
1306,정말 웃긴건 계엄선포 했는데 전국민이 개무시하는중 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 졸라 웃기다,The funniest part? He declared martial law and the entire nation is just ignoring it. Hilarious.,Others,fear
1307,황교알.,Hwanggyo-al.,People,amusement
1308,이 놈 참수후 광화문 네거리에 목가지를 걸어 두자.,Let’s behead this guy and hang his head at Gwanghwamun intersection.,People,neutral
1309,나라가 미쳐가는구나,The country’s going insane.,Venting,neutral
1310,대통령이 얼마나 힘드셨나 이해감니다 .,Now I understand how hard it must've been for the president.,People,amusement
1311,김명신 댓글팀은 참 배운게 없는 티를 내요,The Kim Myung-shin comment team really shows they’re uneducated.,North Korea,neutral
1312,석열이 내란죄야.,Seok-yeol committed treason.,People,annoyance
1313,어디서 꼴값,Stop with your pathetic act.,Venting,anger
1314,왜 금방해제 할것을 우슨 계산으로 선포 했을까무척 궁금 ? ? ?,"If he was going to cancel it so quickly, what was he even thinking declaring it in the first place?",Venting,disapproval
1315,국회는 당장 내란모의죄로 윤석열 탄핵안 올려라,The National Assembly must immediately charge Yoon Seok-yeol with conspiracy to rebel and begin impeachment.,People,anger
1316,동훈아 이러고 뒷통수치지말고 진짜 막아라.,"Dong-hoon, don’t stab us in the back. Stop it now.",People,annoyance
1317,다음정권때 자리하나 잡고싶으면,If you want a position in the next administration.,People,amusement
1318,윤석열 이게 지 명을 재촉하는구나.,Yoon Seok-yeol is digging his own grave.,People,curiosity
1319,멱 따이겠네,He’s going to get his throat slit.,Venting,fear
1320,190마리 종북개들 때문에 정은이가 남한도 곧 처잡수시겠다,"Because of 190 pro-North commies, Kim Jong-un’s probably ready to devour South Korea soon.",North Korea,fear
1321,군인들의 미온적인 태도가 나라를 살렸다,The military’s hesitation is what saved the country.,Others,optimism
1322,어무리 생각해도 이건 아닌거지,"No matter how I look at it, this is just not it.",Venting,anger
1323,국개들 진상질 안볼수있는것만으로도 시원하구만,Just not having to see those disgraceful politicians in the Assembly is already refreshing.,Others,disapproval
1324,범죄자가 스스로 무죄 법안 만들어 통과 시키려 하고 정부을 식물 정부 만들기,A criminal trying to pass laws to declare himself innocent while turning the government into a vegetable.,Punishment,disapproval
1325,계엄이 지까짓게 함부로 쓸 카드인가?,Does he really think martial law is a card he can just play at will?,Others,confusion
1326,경제가 나락으로 가고 트럼프 준비해도 머리터질텐데 계엄?,"The economy’s sinking, and even Trump is prepping for a comeback—his head's going to explode, and he's talking martial law?",Politics & Economics,annoyance
1327,미쳐돌아도 단단히 미쳤네,Completely insane.,Venting,annoyance
1328,이제 남은건 국민의 선택입니다!,Now the only thing left is the people's choice!,Venting,amusement
1329,광화문에서 만납시다!,Let’s meet in Gwanghwamun!,People,curiosity
1330,안되겠다,This can’t go on.,Venting,anger
1332,탱크도 준비,Get the tanks ready.,Others,annoyance
1333,ㅋㅋㅋㅋㅋ죄맹이 기사봣냐.,LOL did you see the news about Jwae-myeong?,People,annoyance
1334,진짜 말하는거 보면 기가찬다.,It’s honestly exhausting just listening to him talk.,Venting,realization
1335,둘이그냥 계급장때고 맞짱한번 시원하게 떠라 실시간 중계로다가 ㅋㅋ,"Just ditch the ranks and have a one-on-one brawl on live TV, both of you, LOL.",People,curiosity
1336,모자란 놈 잘못 뽑아 국민이랑 장병들 욕봤다...,We elected a moron and now both citizens and soldiers are suffering for it...,Venting,embarrassment
1337,잠시 설레였을 개대구씹경북 것들 빼고 ㅋㅋㅋ 적극적인 물리력 행사를 자제함으로써 사실상 계엄군이길 거부해 준 수방사 특임부대 장병들 고마워요...,"Aside from the excited Daegu-Gyeongbuk folks, shoutout to the Special Mission Unit soldiers who refused to act as martial law troops. Thank you...",Others,annoyance
1338,계엄세력은 역사에서 패배자로 남습니다...,Martial law backers will go down as losers in history...,Others,optimism
1339,요,Yo.,Venting,curiosity
1340,나라 망처놓고 먼일이네,You ruined the country—now what?,Venting,approval
1341,그래서 한동훈 넌 지금 어디있냐?,So where is Han Dong-hoon right now?,People,approval
1342,비상계엄을 막으려는 시도는 1도 시도하지 않고....본회의에 들어간거냐?,Did he even try to stop the martial law? Or did he just enter the session like nothing?,Others,caring
1343,또 철수하면 당신의 좋은 감정 다 사라집니다,"If you back out again, you’ll lose all your goodwill.",People,approval
1344,윤하고 손잡아서 나라를 이 모양으로 만든 책임있습니다,You shook hands with Yoon and now bear responsibility for the state of the country.,People,neutral
1345,캐삭해,Cancel yourself.,People,anger
1346,andy<===애도 머리가 어떻게 됬나봐 ㅋㅋ,"andy <=== this dude’s brain seems fried too, LOL.",Venting,neutral
1347,댓글 부대냐 ㅋㅋ,Are you a comment bot? LOL.,Venting,anger
1348,이등병으로 강등해야함,Demote him to private.,Punishment,disgust
1349,쓰레기 ㅋㅋㅋ에라 똥개야,"Trash, LOL. Dumb mutt.",Venting,approval
1350,문죄인 이죄명이도 아니지만 니도 아니다.,Neither Moon Jae-in nor Lee Jae-myung is good—but neither are you.,People,approval
1351,꺼져라,Get lost.,People,anger
1352,윤석열 한국에 숏쳤냐?,Did Yoon short the Korean market?,People,approval
1353,나 쫒겨난데?,Am I getting ousted?,Punishment,anger
1354,아이몰라~ 계엄령이나 때려야지...,Whatever~ let’s just declare martial law...,Others,curiosity
1355,우와 대단한데 라고 해줄까?,"Should I say “Wow, amazing” now?",Venting,neutral
1356,ㅋㅋㅋㅋ 이게 나라냐...,LOL is this even a real country...,Venting,neutral
1357,뭔 개솔,What nonsense.,Venting,anger
1358,인간쓰레기 국회 대통령 쓰레기 소각을한후에 해제했어야 훗날 영웅으로 기록되는 대통령으로,You should’ve burned the garbage Assembly and presidency before canceling martial law. Then you’d be remembered as a hero.,Others,disapproval
1359,이번사태를 보면서 느낀점!,What I learned from this incident!,Venting,annoyance
1360,계엄하려면 누군가는 죽어야한다!,"If you’re going to impose martial law, someone’s going to have to die!",Others,approval
1361,근데...정부가 나서서 국민들 시민들 죽이는 선진국응 듣도 보도 못했다,But I’ve never heard of a developed country’s government killing its own people.,Venting,approval
1362,일본 신났네,Japan must be thrilled.,North Korea,neutral
1363,술주정 한건가?,Was this just drunken nonsense?,Venting,neutral
1364,아놔 심장떨려죽는줄,"Damn, my heart was about to explode.",Venting,curiosity
1366,"기가 찬다 ,내란일으키고 송구라니!",I’m speechless. He stages a coup and says “Sorry”?,Others,neutral
1367,아직도정신 못치리고 헛소리하네 탄핵이 그리운가봐,Still talking nonsense? Looks like he’s craving impeachment.,Punishment,neutral
1368,뭔가 어설프다.,It all feels sloppy.,People,curiosity
1369,계엄 실패면 바로 진짜 탄핵인데...,"If martial law fails, it’s straight to real impeachment...",Others,anger
1370,윤석열의 다음 행보는 과연....,What’s Yoon Seok-yeol’s next move going to be...,People,annoyance
1371,사의한다고 어딜 도망가..,You think you can just resign and run away?,Punishment,anger
1372,니들도.모두 수사 받아야.,All of you need to be investigated.,Politics & Economics,amusement
1373,한다,Yes.,Venting,amusement
1374,중공 사이버 전사들이 네이버 다음 댓글에서 선전선동 갈등 조장 국내 기업 및 제품 비하 댓글작업 하고있습니다,"Chinese cyber warriors are spreading propaganda and hate in Naver and Daum comments, slandering Korean companies and products.",North Korea,anger
1375,국정원 신고 하여 추방해야합니다,They need to be reported to NIS and deported.,Politics & Economics,neutral
1376,이들은 중국인 유학생입니다,They are Chinese international students.,North Korea,anger
1377,국내 부동산 매입도 심각합니다,Their real estate purchases in Korea are also getting serious.,North Korea,disapproval
1378,나라망신.,National embarrassment.,Venting,anger
1379,제대로 보여준 윤석열.,Yoon Seok-yeol really showed his true colors.,People,annoyance
1380,탄핵되기 싫어 비상계엄을.,He imposed martial law because he was afraid of impeachment.,Others,sadness
1381,지금이 어느시대인데.,What era does he think this is?,Venting,anger
1382,책임은져야할것,He must be held accountable.,Punishment,curiosity
1383,1절만 하자.,Just stop already.,People,amusement
1384,가뜩이나 계엄령 때문에 나라가 시끄럽구만.,As if the martial law mess wasn’t loud enough...,Others,approval
1385,국민들의 공감백배가 압도적이다ㅡㅡㅡ,Public outrage is overwhelming.,Venting,realization
1386,암호화폐도 해킹한 북한이다ㅡㅡㅡ,North Korea hacked cryptocurrency again—seriously?,North Korea,anger
1387,"사이버 인터넷에도 실제 대한민국 국민의 글인지 , 북한의 사이버 공작대와 드루킹 인지ㅡㅡ이참에 철저히 확인해야 한다ㅡㅡㅡ",We need to verify whether these comments are from real Korean citizens or North Korean cyber operatives and troll farms like Druking.,North Korea,fear
1388,세계 어느 민주주의 국가에서ㅡㅡ범죄자를 잡는 판사와 검사를 밥먹듯이 탄핵질하는가ㅡㅡㅡ 그거에 휩쓸리는 무지의 국민들도 책임이있다ㅡㅡ,In what other democratic country do they try to impeach judges and prosecutors just for arresting criminals? Even the ignorant citizens who fall for it bear responsibility.,Punishment,amusement
1389,윤석렬 너는 끝났다 내란수괴는 사형이다,"Yoon Seok-yeol, your time is up. Treason means death.",People,amusement
1390,댓글조작심각허다,Comment manipulation is out of control.,Venting,realization
1391,한동훈은 제발 가만 있고 윤대통령 하는데로 따라라!,"Han Dong-hoon, just shut up and follow what President Yoon says!",People,approval
1392,나도 국민의 한사람으로 하는 말이다!,"As a citizen, I say this!",Venting,anger
1393,지금 계엄선포 안하면 국정마비 된다.,"If martial law isn’t declared now, the government will be paralyzed.",Others,anger
1394,민주당이 나라를 전복시키려 한다.,The Democratic Party is trying to overthrow the country.,Politics & Economics,anger
1395,황교활 등판!,Hwanggyo-al enters the chat!,People,anger
1396,손잡고 가보자.,Let’s hold hands and go together.,People,confusion
1397,달려보자.,Let’s go for it.,Venting,annoyance
1398,저교도소로~~~ ㅋ,"Straight to jail, LOL.",Punishment,curiosity
1399,군대 날라리로 정치하려하나..?? 죄없는 군인들만... 처벌 받게 생겼구나~~,Trying to politicize the military... now innocent soldiers are going to get punished.,Others,disapproval
1400,어리한 대텅때문에~~ㅆ%ㅃ^,Because of one idiotic president... ffs.,People,anger
1401,탄핵 빨리해야한다.,We need to impeach him immediately.,Punishment,annoyance
1402,자신의 가족 범죄 덮겠다고 계엄선포라니...,He declared martial law just to cover up his family’s crimes...,Others,annoyance
1403,윤두환을 보게되는구나.,Now we’re watching “Yoon Doo-hwan” in real life.,People,neutral
1404,"잘잘못은 지들이 다 저질러 놓고, 뭐 자꾸 국민보러 앞에 서래 ...","They caused all the problems, but they keep dragging the people into it like it’s our fault...",Venting,disapproval
1405,야 진짜 얘랑 죄명이는 꼼수지리네 ㅋㅋㅋㅋㅋ,"Jesus, both this guy and Jwae-myeong are dirty schemers, LOL.",People,anger
1406,계엄사무에 투입된 임우가 이재명.한동훈 체포냐?,Was the guy assigned to martial law supposed to arrest Lee Jae-myung and Han Dong-hoon?,Others,realization
1407,大韓民國이 亡해 가는구나,Looks like the Republic of Korea is dying.,North Korea,amusement
1408,부산에 5.18같은 사태가나야,Maybe it’ll take a Gwangju-style event in Busan,People,neutral
1409,정신차린다.,Peope will wake up.,People,curiosity
1410,지 무덤을 파는구나.,You're digging your own grave.,People,amusement
1411,계엄으로 달라지는 것은 아무것도 없다.,Martial law changes nothing,Others,curiosity
1412,내려오는 발걸음이 더 빨라질 뿐.,it just speeds up your downfall.,People,confusion
1413,나 솔직히 쟤가 무슨말 하는지 하나도 모르겠더라.,"To be honest, I have no idea what he's even talking about.",Venting,nervousness
1414,이상한 단어만 남발하던데 그리고 우린 그냥 민주주의야,He keeps spewing strange words. We’re just a democracy.,People,annoyance
1415,왜 자꾸 자유민주주의래,Why does he keep saying “liberal democracy”?,Politics & Economics,admiration
1416,한글도 모르는 멍청....ㅎ...,"Can't even read Korean properly, what a fool… lol.",North Korea,neutral
1417,유감표명?,“Expressing regret”?,Venting,curiosity
1418,웃기네,What a joke.,Venting,disapproval
1419,정말 책임을 통감하면 교도소로 스스로 들어가라 너같은게 어찌 국방장관이 됐는지 이정권은 문제가 많은 군생활에 억지로 진급시키고 중장으로 전역하고 대장도 못한것들이 어찌 장관이 됐는지 정말 굥은 정신이 제대로 박힌건지 참 암울하다,"If you really feel responsible, turn yourself in. How did someone like you become Defense Minister? This administration is so messed up. Promoting failed officers to generals and ministers—Yoon has totally lost it.",People,amusement
1420,윤석열은 정말 이재명 도우미 같다.ㅠㅠ,Yoon Seok-yeol really seems like Lee Jae-myung’s helper. Sigh…,People,disgust
1421,계엄령이 애들 장난도 아니고...,Martial law isn’t some child’s game...,Others,surprise
1422,전두환도 자기 임기 때는 안 때린게 계엄령임.,Even Chun Doo-hwan didn’t declare martial law during his term.,People,anger
1423,이거 뭔 급발진 전개냐.,This plot escalated way too quickly.,People,amusement
1424,시킨다고 하는 계엄사령관은 뭐하는 놈이고.,And what kind of person is that martial law commander who just followed orders?,Others,caring
1425,망신 좀 당하고 말 일인데 단두대로 끝날 수도 있겠다.,"This could’ve just been a national embarrassment, but it might end on the guillotine.",Venting,neutral
1426,아직 정신 못차렸네...,Still hasn’t come to his senses...,Venting,amusement
1427,대통령님 국회 해산하고 종북 좌파 척결 부탁 드립니다,"Mr. President, please dissolve the National Assembly and root out the pro-North leftists.",North Korea,amusement
1428,어딜도망가려고 이 쿠데타세력들이,Where are these coup plotters trying to run?,Others,annoyance
1429,윤대통령님 개가짖어도 기차는 갑니다.,"President Yoon, even if dogs bark, the train keeps going.",People,disapproval
1430,응원하는 국민들이 더 많습니다.,There are more people supporting you.,People,surprise
1431,힘내십시요.,Stay strong.,People,admiration
1432,대한민국 화이팅,Go Korea!,North Korea,annoyance
1433,종북..,Pro-North...,North Korea,anger
1434,종중 간첩같은 인간들 다 몰아야내야한다..,We need to round up all the pro-China spies and kick them out.,North Korea,anger
1435,뻑하면 탄핵..예산도 뒷구멍으로... 계엄선포 찬성한다..,Constant talk of impeachment... sneaky budget tricks... I support martial law.,Punishment,surprise
1436,쑈는 안먹히고 넌 젓된거다,"Your show didn’t work, and now you’re screwed.",People,embarrassment
1437,이번기회에 쓰레기좀 싹 다 청소하자,Let’s use this opportunity to clean up all the trash.,People,annoyance
1438,계엄령 찬성합니다.,I support martial law.,Others,anger
1439,국민을 억압하기 위한 게엄이 아니고 국민을 구하기 위한 게엄이라면 백번 찬성입니다,"If the purpose of martial law is to save the people, not suppress them, I support it 100 times over.",Others,annoyance
1440,2차 계엄령 할때는 사기꾼 개재명 보기 싫으니까.......제일 먼저 죽여주세요.....,"If there’s a second round of martial law, please kill that scammer Jae-myung first... I can’t stand him.",People,neutral
1441,범죄자 사기꾼 없는 대한민국 만들어주세요,Let’s build a Korea free of criminals and scammers.,North Korea,caring
1442,이거 미쳤네ㅜㅜ,This is insane.,Venting,amusement
1443,넌조용히해라,You shut up.,People,approval
1444,악법도 법인가?,Is even a bad law still a law?,Others,anger
1445,일제가 한반도를 침탈하여 일본제국주의 의 나라로 만들었다.,Japan invaded the Korean Peninsula and turned it into part of the Japanese Empire.,People,curiosity
1446,그리고 그들이 법을 적용해 독립운동하는 이 들을 처벌하였다.,They enforced their laws and punished independence fighters.,North Korea,neutral
1447,그 와중에 그 들의 법을 따른 사람들은 나중에 대한민국의 기득권을 차지하여 지금의 국짐당이 되었고 일본제국주의에 항거한 독립투사들은 지금껏 고초를 겪고있다.,"Meanwhile, those who followed their laws ended up becoming Korea’s elites—today’s People Power Party. And the independence fighters who resisted are still suffering to this day.",North Korea,annoyance
1448,"기득권자들이 만든 지 들만을 위한 잘못된 법을, 아무런 히마리도 없는 대 다수는 따라야 하는가?",Are we supposed to blindly follow laws created by elites only for their own benefit?,Others,curiosity
1449,어리석은 자들은 비들이 언젠가 그 자리에 들어서면 누릴수있는 말도 안되는 아련한 희망을 가지고 마치 자기가 기득권 인양 악법도 법이라고 하지.,"Fools cling to these unjust laws hoping they’ll one day be in power too, like it’s some dream—saying even bad laws are laws.",Others,curiosity
1451,사법 행정 국회 삼권분립의 이념을 존중하고 민주적인 의사결정과정을 긍정합니다.,"I respect the separation of powers between judiciary, executive, and legislature, and I value democratic decision-making.",Others,curiosity
1452,자신의 의견을 표현하고 나눌 자유와 그에 따르는 책임을 긍정합니다.,I affirm the right to express opinions and take responsibility for them.,People,disapproval
1453,저는 대한민국 사람입니다.,I am a citizen of the Republic of Korea.,North Korea,anger
1454,그런 걸 다 떠나서 한 마디로 도롸잇다,Putting all that aside... he’s just straight-up insane.,Venting,anger
1455,추경원 어디갔냐,Where’s Choo Kyung-won?,People,excitement
1456,국회의 계엄해제 요구안을 대통령이 일반적인 법률안에 준해 거부할 권한이 있는지에 대해서는 전례가 없었던 만큼 헌법 해석을 놓고 논란이 빚어질 것으로 보이다.,There’s no precedent for whether the president can reject the National Assembly’s request to lift martial law like he would a regular bill. It’ll spark constitutional controversy.,Others,annoyance
1457,헌법 제77조 5항의 '해제하여야 한다'를 어떻게 해석할지의 문제로 볼 수 있다.,"It all comes down to how we interpret Article 77, Clause 5 of the Constitution, which says “shall be lifted.”",Others,disgust
1458,종국적으로는 최고 헌법해석기관인 헌법재판소가 판단해야 하겠지만,"Ultimately, the Constitutional Court will have to decide.",Politics & Economics,anger
1459,계엄령에 전공의보고 돌아오라는 나라는처음일듯,Has any country ever told medical interns to return to work under martial law?,Others,embarrassment
1460,이눔씨끼?,This bastard?,Venting,anger
1461,음주운전 하지 말라니깐 ㅠ,"I told you not to drink and drive, ugh...",Venting,neutral
1462,넌 이제끝,You’re done now.,Others,curiosity
1463,문재앙이 낳은 윤통!!,Moon Jae-in’s curse gave birth to Yoon!,People,surprise
1464,문재앙의 재앙은 계속 진행중!!,Moon’s disaster is still ongoing!,Venting,anger
1465,국회는 해산하는게 답이다.,Dissolving the National Assembly is the only answer.,Others,neutral
1466,지금은 조용히 있는게 좋을듯...왜 저러지 다시는 국힘 안뽑음,It’s best to stay quiet for now... I’m never voting People Power again.,Venting,anger
1467,에레이 가발배신자야......,"Ugh, you wig-wearing traitor...",Venting,curiosity
1468,머리도 가짜 심장도 가짜 이념도 가짜,"Fake hair, fake heart, fake beliefs.",Venting,disapproval
1469,새벽에 뭔 xx이고~,What the hell is going on in the middle of the night?,Venting,nervousness
1470,안타깝네,This is pathetic.,Venting,disapproval
1471,국가의 명운도 본인의 명운도 답답하다,Both the country and your future are in danger.,Venting,amusement
1472,넌 진퉁 미친가이다,You’re truly out of your mind.,Venting,curiosity
1473,날씨 추워 촛불쬐고 싶어서 그러나?,Is it because it’s cold and you miss candlelight protests?,Venting,neutral
1474,아님 오늘 쳐마신 고량주 해독이 안되서 그러냐?,Or did the baijiu you drank today still not wear off?,Venting,neutral
1475,사과할 일은 아닌듯~자신의 생각을 소신있게 말했을뿐인데..,There’s nothing to apologize for—he just spoke his mind with conviction.,Venting,realization
1476,"그리고 맞는 말, 잘 했는데 사과를 하게 만드는 이 사회가 더 아이러니!!","What’s even more ironic is that he said the right thing, and yet this society forces him to apologize!",Venting,disapproval
1477,모든 장관 탄핵시키고 국가예산 삭감하고..,"Impeach all the ministers, slash the national budget...",Punishment,neutral
1478,정부가 일을 못하게 하는 다수당이 반국가세력 맞잖인요~,The majority party making the government ungovernable truly is a threat to the state!,Others,disgust
1479,김건희 보호 할려고.... ㅋㅋ,All of this is to protect Kim Gun-hee... LOL.,People,disapproval
1480,대통령 됐다고 이것저것 대통령 놀이 다하는구나,"Now that he’s president, he’s trying every form of “playing president” possible.",People,amusement
1481,민주당이 리재명 살리자고 국회에서 독재하니까.까부니까 이러는거지,The Democratic Party turned the National Assembly into a dictatorship to protect Lee Jae-myung. That’s why this is happening.,People,embarrassment
1482,잘했다고 본다,I think he did the right thing.,Venting,disappointment
1483,"간첩이 따로 있나 남한 헐뜯고 발목잡고 집회,투쟁,특검,탄핵으로 남한 망하게 하면 이것이 간첩이지~그런데 이것 지지하는 국민도 있다니, 이 남한에 살 자격 있나?","Who needs spies when people tear down the South from within—disrupting, protesting, and calling for impeachment? And yet people still support this? Do they even deserve to live in South Korea?",North Korea,neutral
1484,나라 없는 설움으로 똘똘 뭉진 이스라엘 국민 발바닥이나 핥아라?,"If you want to understand the pain of losing a country, go lick the soles of Israeli citizens.",Venting,disapproval
1485,이건 내게 피해를 끼치기 때문에 누구든 용서 할수 없다.,I can’t forgive anything that harms me personally.,People,amusement
1486,이재명의 개가짖는구나.,Lee Jae-myung’s lapdog is barking.,People,amusement
1487,할게 그리도없냐?,Is there really nothing better to do?,People,confusion
1488,그냥 손주나 잘돌보고 편하게 살다가 대우받으시면서 사세요,"Just enjoy retirement, watch your grandkids, and live peacefully.",Venting,amusement
1489,왜이렇게 피곤하게 사십니까,Why live so miserably?,People,curiosity
1490,담화문 자체만 봐도 제정신이 아니네,"Even just reading the statement, he sounds totally unhinged.",Venting,neutral
1491,넌 당게 조작한 죄로 감옥부터 가야지,You should be in prison for manipulating the party election.,Politics & Economics,approval
1492,주사파 김민석이 ㅉㅉ,"Pro-North Kim Min-seok, tsk tsk.",People,anger
1493,이게 뭔 헛소리야????,What kind of nonsense is this????,Venting,neutral
1494,정권을 빼앗기게 되니 안된다는 입장이다.,He just doesn’t want to lose power.,Venting,amusement
1495,명백한 불법 위헌의 내란죄를 그저 자신들의 이권을 위해 행하지 않는 이들은 국민의 대표로써 자격이 없다.,Anyone who commits clear treason and unconstitutional acts for self-interest is unfit to represent the people.,Others,anger
1496,즉시 사퇴하라.,Step down immediately.,People,anger
1497,예고한거네,It was foreshadowed.,Venting,confusion
1498,계속탄핵 얘기하면 이런거한다고 겁주기식🤣😂,"Keep talking about impeachment and he’ll pull this kind of stunt again, just to scare us 🤣😂",Punishment,anger
1499,야밤 댓글 꼬라지..ㅉ,Look at the state of the late-night comment section... tsk.,Venting,neutral
1500,지금 윤뚱 두둔할 때냐?,Is this really the time to be defending Yoon-dung?,People,neutral
1501,한동훈도계엄해제 찬성했다.,Even Han Dong-hoon supported lifting martial law.,People,neutral
1502,이게 21세기 한국 대통령이 할짓이냐?,Is this really something a 21st-century Korean president should be doing?,North Korea,neutral
1503,10%대 지지율 가진 인간이?,A man with approval ratings in the 10s?,Venting,desire
1504,국회 과반수 이상 으로 아무것도 못하면 정말 큰일 입니다.,"If nothing can be done despite the National Assembly having a majority, we’re in serious trouble.",Others,neutral
1505,계엄선포 한 만큼 성과 있길 바랍니다,"If you’re going to declare martial law, you better get some results.",Others,admiration
1506,윤석열 잘한다!!,Yoon Seok-yeol is doing great!!,People,amusement
1507,이 방법 뿐이다.,This is the only way.,People,desire
1508,언제까지 혼란스럽게 질질 끌려갈건가!!,How long are we going to be dragged through chaos?,Venting,desire
1509,잘했다!!,Well done!!,Others,disapproval
1510,사형,Death penalty.,Punishment,realization
1511,예산삭감 했다고 비상계엄령...,Martial law just because of budget cuts...?,Others,admiration
1512,덕분에 환율 1400원대로 오르고대단하다 진심으로...,"Thanks to that, the exchange rate is over 1,400 won now. Impressive, really...",Politics & Economics,curiosity
1513,정부 내각이 참담하다.,This cabinet is a disgrace.,Others,anger
1514,마누라지키려고 국가를 혼란하게 휘두르는게 말이 되냐.,Causing chaos in the country just to protect his wife—unbelievable.,Venting,anger
1515,지금까지 입 꽉 다물고 지지해 줬는데 더 이상은 못하겠다,"I kept quiet and supported him until now, but I can’t anymore.",People,curiosity
1516,석열이랑 소주 한잔 먹다가 똥꼬 살살 긁은듯,Feels like he was drinking soju with Seok-yeol and got a little too relaxed.,People,curiosity
1517,그러니까 제발 궁지에 몰아넣지 말어라!,"So please, don’t push him into a corner!",Venting,annoyance
1518,김병주!,Kim Byung-joo!,People,disappointment
1519,술쳐먹다가 계엄령 선포한듯,Feels like he declared martial law while drunk.,Others,embarrassment
1520,국장 폭락되겠네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"The stock market’s gonna crash, lololol.",Politics & Economics,neutral
1521,겨우 5만전자로 올려놨더니 대통령 한놈 뻘짓 때문에 보름만에 4만전자 복귀하게 생겼네 ㅋㅋㅋㅋㅋ,"Barely pushed Samsung back to 50k, and thanks to this idiot president, we’re back to 40k in two weeks.",Politics & Economics,neutral
1522,더불어공산당 작작 해라,"Communist Party of Korea, knock it off.",North Korea,annoyance
1523,그럼 진심으로 안했다는 건데 그건 그거대로 문제 아니냐,"So he *didn’t* mean it seriously? That’s a problem too, isn’t it?",Venting,anger
1524,잘했다~~!!,Well done~~!!,Others,nervousness
1525,윤석열!!나라꼴이 엉망진창~!,Yoon Seok-yeol!! This country’s a complete mess~!,People,anger
1526,사형이네,That’s the death penalty.,Punishment,curiosity
1527,내란 음모죄 콩밥 가즈아,Let’s go to jail for plotting treason.,Punishment,amusement
1528,진짜 저렇게 성급하고 앞뒤안가리는 대통령이라니..,"Can’t believe we have such a rash, thoughtless president.",People,neutral
1529,국제적 망신이다,A global embarrassment.,Venting,neutral
1530,투표한 사람들 잘할거라 믿고 찍었어서도 대한민국 국민이라면 이제 그 무능력함과 독재적으로 민주주의를 탄압하려함을 인정해야할때다,"Those who voted for him believing he’d do well—if you’re Korean, it’s time to admit his incompetence and his crackdown on democracy.",North Korea,curiosity
1531,탄핵이 답이딘,Impeachment is the answer.,Punishment,annoyance
1532,멍청한넘들이 너무많아,Too many idiots.,Venting,neutral
1534,동조 세력인가?,Are they collaborators?,People,curiosity
1536,날씨 추운데 나갔다가 얼어죽는다.,"It’s cold out there, someone could freeze to death.",People,annoyance
1537,윤석열은 정당한 법적 절차대로 한것이고 의사당에서 제적과반으로 해제되고 대통령이 해제선포한게 뭐가 잘못이냐?,"Yoon Seok-yeol followed legal procedures, and the Assembly voted to lift it. What’s the issue?",People,amusement
1538,계엄선포는 대통령의 정당한 권력 행사다.,Declaring martial law was a legitimate exercise of presidential power.,Others,anger
1539,다불당의 반국가세력들이 국가의 행정과 사법질서를 무너뜨리는데 보고만 있는건 헌법수호 의지가 없는것이다,Letting anti-state forces dismantle the judiciary and government shows a lack of will to defend the Constitution.,North Korea,surprise
1540,윤석열 지지율 20%도 안되는데 비상계엄령선포하면 잘될거같소?,Yoon’s approval is below 20%—did he really think this would go well?,People,realization
1541,조국아.,Cho Kuk.,People,disappointment
1542,진정한 니 리더십은 죄지은자는 빵에 가두어 격리할때 비로소 충족되는거란다.,Real leadership means locking up criminals so they can’t harm society.,Politics & Economics,embarrassment
1544,법무부장관 자리는 찰짜리해서 얻었냐?,Did you steal that Justice Minister title?,Venting,surprise
1545,이걸 몰라.,How could you not know this?,Venting,surprise
1546,잘가라~~,Goodbye~~,People,curiosity
1547,뭐 자유 의사지 책임도 지가 지고,"Freedom of choice, right? So he takes responsibility himself.",Venting,annoyance
1549,화이팅.,Fighting!,People,amusement
1550,같은편도 수습못하게 일벌렷네,He started something he can’t even clean up with his own team.,Venting,annoyance
1551,5.18언급하고 자빠졌네,Mentioning May 18th now?,Venting,disapproval
1553,아 이런걸 대통령이라고 뽑은 놈들 손가락을 잘라야 할것같음,Whoever voted for this idiot president should have their fingers cut off.,People,anger
1554,내일은 어떻게....경험해보지 못한 세상일듯,Tomorrow’s gonna be something we’ve never experienced before.,People,annoyance
1555,어렵사리 같은 북한식 표현 쓰지 말자.,Let’s not use clunky North Korean-style phrasing.,North Korea,disapproval
